k,l,u,v,rho,cluster,frame
104,51,2411.89,1031.89,-4.5051,14,15
104,50,2423.35,1012.93,-4.19838,14,15
103,50,2400.92,1012.96,-3.57182,14,15
103,49,2390.5,993.833,-4.19838,14,15
102,49,2368.3,993.859,-3.57182,14,15
105,49,2433.74,993.811,-3.57182,14,15
103,52,2400.84,1051.06,-3.57182,14,15
105,52,2444.47,1050.44,-4.5051,14,15
106,53,2456.31,1069.63,-4.19838,14,15
105,53,2433.87,1069.87,-3.57182,14,15
106,52,2466.33,1050.91,-3.57182,14,15
107,53,2477.21,1070.03,-4.5051,14,15
108,53,2499.33,1070.94,-3.57182,14,15
107,52,2488.03,1051.52,-4.19838,14,15
107,51,2475.7,1032.67,-4.5051,14,15
107,50,2487.96,1013.02,-4.19838,14,15
108,51,2498.55,1032.51,-3.57182,14,15
106,50,2466.35,1012.79,-3.57182,14,15
100,66,2334.21,1342.76,-3.56657,23,15
101,67,2345.92,1363.31,-4.49985,23,15
101,66,2356.73,1343.57,-4.19313,23,15
102,67,2367.37,1362.21,-3.56657,23,15
102,68,2378.74,1382.83,-4.49985,23,15
103,67,2389.51,1362.48,-4.19313,23,15
103,68,2399.99,1381.22,-3.56657,23,15
104,69,2411,1401.75,-4.49985,23,15
104,68,2422.24,1381.55,-4.19313,23,15
105,67,2432.89,1362.31,-3.56657,23,15
105,68,2443.18,1382.66,-4.49985,23,15
106,68,2465.62,1381.35,-3.56657,23,15
106,69,2455.28,1400.74,-4.19313,23,15
105,69,2432.88,1400.46,-3.56657,23,15
105,70,2443.28,1418.92,-4.49985,23,15
106,71,2455.17,1437.78,-4.19313,23,15
105,72,2443.21,1456.83,-4.49985,23,15
106,72,2465.56,1456.71,-3.56657,23,15
107,73,2474.81,1477.82,-4.49985,23,15
107,72,2486.81,1457.32,-4.19313,23,15
107,74,2487.59,1495.69,-4.19313,23,15
106,74,2465.6,1494.99,-3.56657,23,15
106,73,2455.09,1475.69,-4.19313,23,15
105,73,2432.94,1475.8,-3.56657,23,15
104,73,2411.01,1475.92,-4.49985,23,15
104,72,2422.71,1456.82,-4.19313,23,15
103,72,2400.1,1456.72,-3.56657,23,15
102,72,2378.11,1456.38,-4.49985,23,15
102,73,2365.88,1475.53,-3.56657,23,15
103,73,2389.65,1475.65,-4.19313,23,15
102,74,2378.05,1494.36,-4.49985,23,15
101,74,2354.53,1494.8,-4.19313,23,15
101,73,2346.52,1476.28,-4.49985,23,15
100,74,2334.85,1495.43,-3.56657,23,15
101,72,2357.22,1456.8,-4.19313,23,15
102,71,2367.41,1437.64,-3.56657,23,15
103,71,2390.08,1437.8,-4.19313,23,15
102,70,2378.63,1418.89,-4.49985,23,15
102,69,2367.34,1400.36,-3.56657,23,15
103,69,2390.07,1400.65,-4.19313,23,15
103,70,2400.14,1418.54,-3.56657,23,15
104,70,2422.62,1418.76,-4.19313,23,15
105,71,2432.95,1437.67,-3.56657,23,15
101,68,2357.21,1381.84,-4.19313,23,15
100,68,2334.58,1381.22,-3.56657,23,15
101,69,2346.59,1401.71,-4.49985,23,15
101,70,2357.31,1418.72,-4.19313,23,15
101,71,2346.66,1438.12,-4.49985,23,15
100,67,2324.54,1361.81,-4.19313,23,15
103,74,2400.06,1494.9,-3.56657,23,15
104,74,2422.76,1494.85,-4.19313,23,15
105,74,2443.81,1494.55,-4.49985,23,15
106,70,2465.56,1418.58,-3.56657,23,15
107,70,2486.85,1418.49,-4.19313,23,15
107,69,2474.55,1400.91,-4.49985,23,15
107,67,2475.8,1362.39,-4.49985,23,15
108,67,2498.49,1361.72,-3.56657,23,15
106,66,2466.24,1343.25,-3.56657,23,15
102,66,2377.87,1344.96,-4.49985,23,15
101,23,2347.18,474.27,-4.49434,5,15
101,24,2358.99,493.421,-4.18762,5,15
102,25,2369.23,512.842,-3.56107,5,15
102,26,2380.69,533.362,-4.49434,5,15
103,25,2391.82,513.329,-4.18762,5,15
103,24,2401.87,493.888,-3.56107,5,15
104,25,2412.93,513.493,-4.49434,5,15
104,24,2424.21,494.229,-4.18762,5,15
105,23,2434.67,474.983,-3.56107,5,15
105,25,2434.58,512.913,-3.56107,5,15
105,26,2445.37,533.125,-4.49434,5,15
106,25,2457.05,513.202,-4.18762,5,15
106,24,2467.38,493.896,-3.56107,5,15
107,25,2477.51,514.011,-4.49434,5,15
107,24,2489.87,494.348,-4.18762,5,15
108,23,2500.7,474.76,-3.56107,5,15
108,24,2510.03,493.68,-4.49434,5,15
106,26,2467.34,531.96,-3.56107,5,15
107,27,2477.4,552.357,-4.49434,5,15
107,26,2489.57,530.382,-4.18762,5,15
108,27,2499.97,551.146,-3.56107,5,15
107,28,2489.37,569.242,-4.18762,5,15
107,29,2477.35,588.243,-4.49434,5,15
108,29,2499.81,588.429,-3.56107,5,15
107,30,2489.33,607.204,-4.18762,5,15
108,31,2499.9,626.7,-3.56107,5,15
107,31,2478.18,626.045,-4.49434,5,15
107,32,2490.24,645.284,-4.18762,5,15
106,32,2467.56,645.262,-3.56107,5,15
106,31,2457,626.239,-4.18762,5,15
105,30,2445.22,607.128,-4.49434,5,15
106,29,2457.01,588.204,-4.18762,5,15
105,29,2434.64,588.239,-3.56107,5,15
105,28,2445.3,569.228,-4.49434,5,15
106,28,2467.43,569.243,-3.56107,5,15
106,27,2456.84,551.275,-4.18762,5,15
105,27,2434.58,551.112,-3.56107,5,15
104,27,2412.98,552.334,-4.49434,5,15
103,26,2401.84,532.021,-3.56107,5,15
104,26,2424.12,532.196,-4.18762,5,15
103,27,2391.62,551.598,-4.18762,5,15
102,27,2369.3,551.049,-3.56107,5,15
101,26,2359.33,531.667,-4.18762,5,15
102,28,2380.81,569.41,-4.49434,5,15
102,29,2369.44,588.405,-3.56107,5,15
101,30,2359.47,608.342,-4.18762,5,15
102,30,2380.69,606.828,-4.49434,5,15
102,31,2369.33,626.726,-3.56107,5,15
103,31,2391.4,626.051,-4.18762,5,15
103,32,2401.69,645.112,-3.56107,5,15
103,30,2401.9,607.267,-3.56107,5,15
104,30,2424.44,607.263,-4.18762,5,15
104,29,2412.88,588.278,-4.49434,5,15
104,28,2424.38,569.273,-4.18762,5,15
103,28,2401.89,569.217,-3.56107,5,15
103,29,2391.69,588.277,-4.18762,5,15
105,31,2434.59,626.334,-3.56107,5,15
101,28,2359.48,569.519,-4.18762,5,15
106,30,2467.42,607.293,-3.56107,5,15
102,24,2380.4,494.928,-4.49434,5,15
102,23,2368.75,474.643,-3.56107,5,15
103,23,2391.27,475.324,-4.18762,5,15
102,22,2378.46,457.075,-4.49434,5,15
117,113,2720.6,2287.34,-3.59493,42,15
118,113,2742.86,2287.83,-4.22148,42,15
119,113,2766.11,2288.26,-4.5282,42,15
118,112,2752.96,2268.6,-3.59493,42,15
119,111,2764.95,2249.72,-4.5282,42,15
118,110,2752.5,2231.47,-3.59493,42,15
119,112,2775.27,2268.67,-4.22148,42,15
120,112,2797.32,2268.85,-4.5282,42,15
120,111,2785.68,2249.47,-3.59493,42,15
121,111,2807.72,2249.71,-4.22148,42,15
122,111,2830.58,2250.12,-4.5282,42,15
121,110,2818.42,2231.56,-3.59493,42,15
122,110,2840.78,2232.06,-4.22148,42,15
123,110,2864.66,2232.8,-4.5282,42,15
123,111,2850.88,2249.14,-3.59493,42,15
123,112,2863.17,2269.01,-4.5282,42,15
122,112,2840.71,2268.79,-4.22148,42,15
121,112,2818.43,2268.54,-3.59493,42,15
122,113,2830.98,2287.97,-4.5282,42,15
121,113,2808.06,2287.79,-4.22148,42,15
120,114,2797.33,2307.61,-4.5282,42,15
120,113,2785.67,2287.68,-3.59493,42,15
119,114,2775.25,2307.17,-4.22148,42,15
118,114,2752.95,2306.8,-3.59493,42,15
119,115,2766,2326.85,-4.5282,42,15
118,116,2752.93,2344.95,-3.59493,42,15
119,116,2775.15,2344.85,-4.22148,42,15
120,116,2798.12,2345.89,-4.5282,42,15
120,115,2785.61,2325.91,-3.59493,42,15
121,115,2807.97,2326.23,-4.22148,42,15
122,115,2830.83,2326.6,-4.5282,42,15
121,114,2818.41,2306.78,-3.59493,42,15
122,114,2840.73,2307.07,-4.22148,42,15
123,114,2862.92,2307.54,-4.5282,42,15
123,113,2851.17,2287.58,-3.59493,42,15
124,113,2873.09,2288,-4.22148,42,15
124,112,2883.62,2268.58,-3.59493,42,15
125,111,2894.72,2249.36,-4.5282,42,15
124,111,2873.23,2249.69,-4.22148,42,15
124,110,2884.42,2231.04,-3.59493,42,15
123,115,2851.12,2325.83,-3.59493,42,15
123,116,2862.94,2345.91,-4.5282,42,15
122,116,2840.65,2345,-4.22148,42,15
121,116,2818.37,2344.95,-3.59493,42,15
122,117,2831.36,2362.19,-4.5282,42,15
121,118,2818.68,2381.9,-3.59493,42,15
122,118,2841.36,2381.39,-4.22148,42,15
123,118,2865.59,2381.09,-4.5282,42,15
123,117,2851.17,2362.88,-3.59493,42,15
124,117,2872.94,2363.3,-4.22148,42,15
124,118,2884.22,2383.01,-3.59493,42,15
124,116,2883.2,2345.95,-3.59493,42,15
124,115,2872.89,2326.16,-4.22148,42,15
120,117,2785.58,2362.97,-3.59493,42,15
118,52,2756.03,1052.79,-3.55969,15,15
119,52,2778.62,1052.54,-4.18625,15,15
120,52,2801.4,1052.18,-4.49297,15,15
120,51,2788.49,1032.82,-3.55969,15,15
120,50,2801.47,1014.17,-4.49297,15,15
120,49,2788.46,994.678,-3.55969,15,15
121,49,2810.76,994.842,-4.18625,15,15
122,49,2832.73,994.707,-4.49297,15,15
121,50,2821.05,1013.78,-3.55969,15,15
122,50,2843.21,1013.77,-4.18625,15,15
123,50,2866.13,1014.15,-4.49297,15,15
123,49,2853.77,994.66,-3.55969,15,15
124,49,2875.97,994.814,-4.18625,15,15
124,50,2886.5,1013.7,-3.55969,15,15
125,51,2898.37,1033.06,-4.49297,15,15
124,51,2876.13,1032.88,-4.18625,15,15
123,51,2853.78,1032.84,-3.55969,15,15
123,52,2866.1,1052.15,-4.49297,15,15
122,52,2843.16,1051.79,-4.18625,15,15
121,52,2821.03,1051.83,-3.55969,15,15
122,51,2832.6,1032.57,-4.49297,15,15
121,51,2810.74,1032.85,-4.18625,15,15
122,53,2832.73,1069.93,-4.49297,15,15
121,53,2810.58,1070.58,-4.18625,15,15
120,53,2788.51,1070.97,-3.55969,15,15
121,54,2820.72,1088.5,-3.55969,15,15
123,53,2853.75,1070.92,-3.55969,15,15
124,53,2876.23,1070.94,-4.18625,15,15
125,53,2898.97,1071.07,-4.49297,15,15
124,52,2886.51,1051.88,-3.55969,15,15
125,52,2908.4,1051.92,-4.18625,15,15
126,53,2918.86,1071.12,-3.55969,15,15
126,52,2929.49,1053.68,-4.49297,15,15
126,51,2918.99,1032.82,-3.55969,15,15
125,50,2908.47,1013.87,-4.18625,15,15
126,49,2919.06,994.657,-3.55969,15,15
125,48,2909.33,975.206,-4.18625,15,15
125,49,2897.58,995.058,-4.49297,15,15
124,48,2886.49,976.457,-3.55969,15,15
124,47,2875.95,957.719,-4.18625,15,15
125,47,2898.59,958.969,-4.49297,15,15
124,46,2886.53,938.447,-3.55969,15,15
125,46,2909,938.855,-4.18625,15,15
126,45,2920.13,919.186,-3.55969,15,15
126,46,2931.04,938.771,-4.49297,15,15
126,47,2919.22,957.357,-3.55969,15,15
123,46,2866.23,939.607,-4.49297,15,15
122,46,2843.41,938.867,-4.18625,15,15
121,46,2821.02,938.522,-3.55969,15,15
122,47,2833.79,959.073,-4.49297,15,15
121,47,2810.72,957.897,-4.18625,15,15
120,47,2788.26,957.296,-3.55969,15,15
120,48,2801.62,977.795,-4.49297,15,15
119,48,2778.19,977.049,-4.18625,15,15
121,48,2821.01,976.478,-3.55969,15,15
122,48,2843.17,976.673,-4.18625,15,15
123,48,2865.33,976.982,-4.49297,15,15
123,47,2853.74,957.345,-3.55969,15,15
119,46,2777.94,938.18,-4.18625,15,15
120,46,2800.77,939.565,-4.49297,15,15
120,45,2787.82,919.229,-3.55969,15,15
121,45,2810.23,920.072,-4.18625,15,15
122,45,2833.05,921.108,-4.49297,15,15
119,45,2768.09,918.572,-4.49297,15,15
124,54,2886.82,1088.79,-3.55969,15,15
119,50,2778.49,1014.11,-4.18625,15,15
118,66,2754,1343.61,-3.58228,24,15
119,67,2766.63,1360.03,-4.51556,24,15
118,68,2754.62,1381.9,-3.58228,24,15
119,68,2777.23,1382.24,-4.20884,24,15
120,68,2799.45,1382.65,-4.51556,24,15
120,67,2787.23,1363.13,-3.58228,24,15
121,67,2809.76,1363.82,-4.20884,24,15
121,68,2820.16,1382.19,-3.58228,24,15
122,69,2831.52,1401.47,-4.51556,24,15
122,68,2842.52,1382.49,-4.20884,24,15
123,68,2865.18,1383.77,-4.51556,24,15
124,67,2875.54,1363.82,-4.20884,24,15
125,67,2898.88,1364.41,-4.51556,24,15
124,68,2885.78,1382.06,-3.58228,24,15
124,69,2875.23,1401.53,-4.20884,24,15
125,69,2897.67,1398.96,-4.51556,24,15
124,70,2885.57,1419.34,-3.58228,24,15
125,71,2896.99,1438.87,-4.51556,24,15
124,71,2875.1,1438.59,-4.20884,24,15
123,71,2852.96,1438.41,-3.58228,24,15
123,72,2865.18,1457.93,-4.51556,24,15
122,72,2842.48,1457.64,-4.20884,24,15
121,72,2820.11,1457.57,-3.58228,24,15
122,73,2832.49,1477.02,-4.51556,24,15
121,73,2809.85,1476.68,-4.20884,24,15
120,73,2787.38,1476.52,-3.58228,24,15
120,72,2799.36,1458.22,-4.51556,24,15
120,71,2787.47,1438.5,-3.58228,24,15
121,71,2809.86,1438.71,-4.20884,24,15
121,70,2820.18,1419.36,-3.58228,24,15
122,70,2842.27,1419.48,-4.20884,24,15
123,70,2865.13,1419.81,-4.51556,24,15
123,69,2852.98,1401.16,-3.58228,24,15
120,70,2799.49,1419.72,-4.51556,24,15
119,70,2777.3,1419.48,-4.20884,24,15
120,69,2787.46,1401.24,-3.58228,24,15
121,69,2809.88,1401.44,-4.20884,24,15
121,74,2820.03,1495.72,-3.58228,24,15
122,74,2842.29,1495.49,-4.20884,24,15
123,74,2865.25,1495.86,-4.51556,24,15
123,73,2852.89,1476.47,-3.58228,24,15
124,73,2874.98,1476.52,-4.20884,24,15
124,72,2885.52,1457.44,-3.58228,24,15
125,73,2896.66,1477.5,-4.51556,24,15
125,74,2906.94,1496.62,-4.20884,24,15
126,73,2917.52,1477.5,-3.58228,24,15
126,75,2918.78,1514.68,-3.58228,24,15
125,75,2899.46,1512.8,-4.51556,24,15
124,75,2875.89,1512.93,-4.20884,24,15
123,75,2853.14,1513.45,-3.58228,24,15
124,74,2885.39,1495.59,-3.58228,24,15
126,69,2918.11,1401.19,-3.58228,24,15
125,68,2907.86,1382.22,-4.20884,24,15
126,67,2918.96,1362.55,-3.58228,24,15
118,88,2752.99,1787.72,-3.56252,33,15
119,89,2766.15,1807.87,-4.4958,33,15
118,89,2743.32,1806.75,-4.18908,33,15
118,90,2753.64,1825.78,-3.56252,33,15
119,90,2776.35,1826.24,-4.18908,33,15
120,90,2799.33,1827.69,-4.4958,33,15
120,89,2786.46,1806.86,-3.56252,33,15
121,89,2808.82,1807.3,-4.18908,33,15
122,89,2831.84,1808.1,-4.4958,33,15
121,90,2819.21,1825.94,-3.56252,33,15
122,91,2831.8,1844.57,-4.4958,33,15
121,91,2808.83,1844.1,-4.18908,33,15
120,91,2786.54,1843.91,-3.56252,33,15
120,92,2798.46,1863.03,-4.4958,33,15
120,93,2786.52,1882.14,-3.56252,33,15
120,94,2799.39,1901.87,-4.4958,33,15
119,94,2776.26,1901.59,-4.18908,33,15
119,95,2766.55,1921.88,-4.4958,33,15
118,94,2754.07,1901.33,-3.56252,33,15
119,93,2767.53,1883.14,-4.4958,33,15
118,92,2753.94,1863.06,-3.56252,33,15
119,91,2766.49,1843.89,-4.4958,33,15
119,92,2776.38,1863.34,-4.18908,33,15
118,95,2743.97,1921.38,-4.18908,33,15
118,96,2753.64,1938.39,-3.56252,33,15
119,96,2775.79,1937.82,-4.18908,33,15
120,96,2798.75,1936.77,-4.4958,33,15
120,97,2785.99,1956.95,-3.56252,33,15
121,96,2819.34,1938.25,-3.56252,33,15
122,96,2841.82,1937.88,-4.18908,33,15
123,96,2864.84,1937.57,-4.4958,33,15
123,97,2852.35,1957.2,-3.56252,33,15
123,95,2852.12,1920.33,-3.56252,33,15
124,95,2874.2,1920.53,-4.18908,33,15
124,94,2884.63,1901.22,-3.56252,33,15
125,95,2895.33,1922.18,-4.4958,33,15
124,96,2884.84,1938.57,-3.56252,33,15
125,97,2897.38,1957.34,-4.4958,33,15
124,93,2874.23,1882.52,-4.18908,33,15
123,93,2852.09,1882.13,-3.56252,33,15
123,94,2864.26,1901.9,-4.4958,33,15
122,94,2841.72,1901.53,-4.18908,33,15
121,94,2819.3,1901.31,-3.56252,33,15
122,95,2831.84,1920.88,-4.4958,33,15
121,95,2809.04,1920.37,-4.18908,33,15
120,95,2786.54,1920.31,-3.56252,33,15
121,93,2809.07,1882.47,-4.18908,33,15
122,93,2830.99,1874.65,-4.4958,33,15
121,92,2819.3,1863.08,-3.56252,33,15
122,92,2841.69,1863.42,-4.18908,33,15
123,91,2852.03,1843.98,-3.56252,33,15
123,92,2863.35,1863.39,-4.4958,33,15
124,91,2874.14,1844.25,-4.18908,33,15
124,90,2885.88,1824.66,-3.56252,33,15
125,89,2896.94,1804.55,-4.4958,33,15
125,90,2906.35,1825.38,-4.18908,33,15
125,91,2895.53,1843.85,-4.4958,33,15
124,92,2884.65,1863.06,-3.56252,33,15
124,88,2885.54,1787.66,-3.56252,33,15
123,90,2863.4,1826.73,-4.4958,33,15
123,89,2852.02,1806.89,-3.56252,33,15
122,90,2841.61,1826.26,-4.18908,33,15
119,88,2775.71,1788.35,-4.18908,33,15
120,24,2801.15,495.166,-4.49876,6,15
120,25,2789.07,513.734,-3.56548,6,15
121,25,2811.54,514.016,-4.19204,6,15
122,25,2833.75,514.346,-4.49876,6,15
121,24,2821.85,494.816,-3.56548,6,15
122,24,2844.23,495.349,-4.19204,6,15
123,25,2854.68,513.807,-3.56548,6,15
123,26,2867.16,533.208,-4.49876,6,15
122,26,2844.28,533.065,-4.19204,6,15
121,26,2821.9,532.869,-3.56548,6,15
122,27,2834.55,553.175,-4.49876,6,15
121,28,2821.89,570.13,-3.56548,6,15
122,28,2844.06,570.182,-4.19204,6,15
123,29,2854.53,589.168,-3.56548,6,15
123,30,2867,608.303,-4.49876,6,15
122,30,2844.02,608.085,-4.19204,6,15
121,30,2821.81,608.27,-3.56548,6,15
123,31,2854.47,627.177,-3.56548,6,15
124,29,2876.84,589.206,-4.19204,6,15
125,29,2899.15,589.287,-4.49876,6,15
124,28,2887.3,570.06,-3.56548,6,15
125,28,2909.35,570.142,-4.19204,6,15
126,29,2919.81,589.097,-3.56548,6,15
126,30,2930.36,609.255,-4.49876,6,15
127,31,2941.25,628.204,-4.19204,6,15
126,32,2928.23,646.563,-4.49876,6,15
126,31,2919.62,627.294,-3.56548,6,15
125,30,2909.18,607.985,-4.19204,6,15
124,30,2887.27,608.051,-3.56548,6,15
125,31,2899.25,627.157,-4.49876,6,15
124,32,2887.34,646.054,-3.56548,6,15
125,32,2909.53,646.134,-4.19204,6,15
126,27,2920.02,551.922,-3.56548,6,15
125,26,2909.45,533.155,-4.19204,6,15
125,27,2899.28,553.251,-4.49876,6,15
124,26,2887.4,532.854,-3.56548,6,15
124,27,2876.9,552.095,-4.19204,6,15
123,27,2854.61,551.927,-3.56548,6,15
124,25,2876.82,514.092,-4.19204,6,15
125,25,2899.42,515.22,-4.49876,6,15
124,24,2887.44,494.834,-3.56548,6,15
125,24,2910.06,495.39,-4.19204,6,15
126,24,2933.25,495.608,-4.49876,6,15
126,23,2920.9,475.678,-3.56548,6,15
126,25,2920.17,513.739,-3.56548,6,15
126,26,2931.18,533.773,-4.49876,6,15
127,25,2942.14,513.646,-4.19204,6,15
127,24,2953.23,494.092,-3.56548,6,15
127,26,2952.33,532.567,-3.56548,6,15
135,114,3153.68,2308.39,-4.49111,43,15
136,113,3163.06,2288.64,-4.18439,43,15
137,113,3185.95,2289.28,-4.49111,43,15
136,112,3174,2269.26,-3.55784,43,15
136,111,3162.89,2250.02,-4.18439,43,15
137,111,3185.19,2251.1,-4.49111,43,15
136,110,3172.59,2232.29,-3.55784,43,15
137,110,3194.57,2233.14,-4.18439,43,15
138,111,3206.59,2250.31,-3.55784,43,15
138,112,3217.55,2269.93,-4.49111,43,15
137,112,3195.36,2269.66,-4.18439,43,15
138,113,3206.65,2288.45,-3.55784,43,15
138,114,3218.03,2308.5,-4.49111,43,15
137,114,3195.32,2307.93,-4.18439,43,15
137,115,3185.3,2327.78,-4.49111,43,15
136,114,3174.07,2307.51,-3.55784,43,15
136,116,3174.12,2345.96,-3.55784,43,15
136,117,3163.16,2364.25,-4.18439,43,15
137,117,3185.59,2363.31,-4.49111,43,15
136,118,3173.97,2383.35,-3.55784,43,15
137,118,3195.04,2382.21,-4.18439,43,15
138,118,3217.75,2381.95,-4.49111,43,15
138,119,3206.2,2401.68,-3.55784,43,15
139,118,3239.44,2382.96,-3.55784,43,15
139,117,3227.83,2363.56,-4.18439,43,15
140,117,3250.46,2363.45,-4.49111,43,15
140,118,3260.76,2382.68,-4.18439,43,15
141,118,3283.38,2382.43,-4.49111,43,15
141,119,3272.36,2401.9,-3.55784,43,15
142,119,3293.82,2401.72,-4.18439,43,15
142,118,3304.97,2383.06,-3.55784,43,15
142,117,3293.09,2363.8,-4.18439,43,15
142,116,3304.9,2345.85,-3.55784,43,15
142,115,3292.98,2327.03,-4.18439,43,15
142,114,3304.85,2307.71,-3.55784,43,15
142,113,3293.42,2288.13,-4.18439,43,15
141,114,3282.79,2308.55,-4.49111,43,15
141,113,3272.17,2288.57,-3.55784,43,15
140,114,3260.56,2307.82,-4.18439,43,15
140,115,3250.47,2327.68,-4.49111,43,15
139,114,3239.35,2307.62,-3.55784,43,15
139,115,3227.94,2326.99,-4.18439,43,15
139,116,3239.33,2345.87,-3.55784,43,15
138,116,3217.35,2345.71,-4.49111,43,15
137,116,3195.34,2346.03,-4.18439,43,15
138,115,3206.6,2326.66,-3.55784,43,15
138,117,3206.61,2363.84,-3.55784,43,15
140,116,3260.63,2346.11,-4.18439,43,15
141,115,3272.22,2326.74,-3.55784,43,15
141,116,3282.9,2346.63,-4.49111,43,15
141,117,3272.21,2363.86,-3.55784,43,15
139,113,3227.85,2288.68,-4.18439,43,15
140,113,3250.34,2289.32,-4.49111,43,15
139,112,3239.27,2269.42,-3.55784,43,15
139,111,3227.86,2250.8,-4.18439,43,15
139,110,3239.26,2232.65,-3.55784,43,15
140,112,3260.52,2269.72,-4.18439,43,15
141,112,3282.75,2270.37,-4.49111,43,15
142,112,3304.89,2269.43,-3.55784,43,15
143,113,3313.78,2288.31,-4.49111,43,15
144,113,3336.99,2287.9,-3.55784,43,15
142,111,3293.76,2251.93,-4.18439,43,15
141,111,3272.17,2251.46,-3.55784,43,15
117,103,2720.11,2084.8,-1.76403,44,14
117,104,2729.85,2100.55,-2.69731,44,14
118,103,2738.18,2084.91,-2.39059,44,14
118,102,2747.24,2068.96,-1.76403,44,14
119,103,2756.45,2085.07,-2.69731,44,14
118,104,2747.13,2100.85,-1.76403,44,14
117,88,2730.52,1781.51,-2.70739,35,14
117,89,2720.3,1798.13,-1.77412,35,14
118,89,2738.92,1797.22,-2.40067,35,14
119,89,2757.24,1796.9,-2.70739,35,14
118,88,2747.66,1781.44,-1.77412,35,14
118,87,2738.87,1765.63,-2.40067,35,14
117,72,2731.2,1462.18,-2.76774,26,14
118,73,2739.37,1478.04,-2.46102,26,14
118,74,2748.36,1494.27,-1.83447,26,14
119,73,2757.81,1477.97,-2.76774,26,14
119,74,2767.09,1494.72,-2.46102,26,14
118,72,2748.34,1461.93,-1.83447,26,14
117,74,2730.91,1493.57,-2.76774,26,14
117,58,2732.11,1174.35,-2.70537,17,14
118,57,2740,1158.11,-2.39866,17,14
119,57,2758.59,1158.32,-2.70537,17,14
118,58,2748.85,1174.17,-1.7721,17,14
119,58,2767.24,1173.94,-2.39866,17,14
117,42,2732.56,854.557,-2.37408,8,14
118,41,2740.21,839.162,-2.06736,8,14
118,42,2749.15,854.434,-1.4408,8,14
119,42,2767.59,854.574,-2.06736,8,14
119,43,2758.88,869.165,-2.37408,8,14
118,43,2740.22,869.516,-2.06736,8,14
104,103,2417.06,2084.75,-2.62107,43,14
104,104,2426,2100.39,-2.31436,43,14
105,104,2443.59,2100.19,-2.62107,43,14
106,103,2453.23,2084.66,-2.31436,43,14
105,102,2443.49,2069.23,-2.62107,43,14
104,87,2417.58,1764.98,-2.78933,34,14
104,88,2426.58,1781.27,-2.48261,34,14
105,87,2435.31,1765.06,-1.85605,34,14
106,87,2453.81,1765.17,-2.48261,34,14
105,88,2444.01,1781.09,-2.78933,34,14
106,89,2454.04,1797.2,-2.48261,34,14
105,89,2435.23,1797.16,-1.85605,34,14
104,89,2417.18,1796.98,-2.78933,34,14
104,72,2427,1461.56,-2.44518,25,14
105,73,2435.73,1477.5,-1.81862,25,14
106,73,2454.39,1477.58,-2.44518,25,14
105,72,2444.55,1461.91,-2.7519,25,14
104,74,2426.95,1493.37,-2.44518,25,14
104,56,2427.07,1141.83,-2.47972,16,14
105,57,2436.19,1157.74,-1.85316,16,14
106,57,2455.02,1157.77,-2.47972,16,14
105,58,2445.08,1173.65,-2.78644,16,14
106,58,2463.41,1174.41,-1.85316,16,14
104,58,2427.76,1173.94,-2.47972,16,14
51,86,1193.34,1747.53,-2.83592,30,14
52,87,1203.44,1763.68,-2.5292,30,14
52,88,1211.85,1779.57,-1.90265,30,14
53,88,1230.41,1779.4,-2.5292,30,14
54,89,1240.05,1796.45,-1.90265,30,14
53,87,1220.73,1763.7,-2.83592,30,14
52,86,1211.74,1748.17,-1.90265,30,14
39,41,900.666,836.587,-1.67612,2,14
39,42,909.784,852.788,-2.6094,2,14
40,42,928.228,852.617,-1.67612,2,14
40,41,918.544,836.872,-2.30268,2,14
41,41,936.684,837.01,-2.6094,2,14
40,43,918.654,867.296,-2.30268,2,14
41,43,936.965,867.792,-2.6094,2,14
39,43,900.844,868.192,-1.67612,2,14
38,102,890.117,2066.48,-2.50853,38,14
39,103,899.138,2082.63,-1.88197,38,14
39,102,908.169,2066.73,-2.81525,38,14
40,102,926.78,2066.42,-1.88197,38,14
40,103,916.864,2082.27,-2.50853,38,14
40,104,927.504,2098.71,-1.88197,38,14
39,101,898.998,2050.78,-1.88197,38,14
38,88,890.524,1779.66,-2.58123,29,14
39,87,899.685,1762.99,-1.95467,29,14
39,88,908.533,1778.99,-2.88795,29,14
39,89,898.99,1795.19,-1.95467,29,14
40,88,927.115,1779.26,-1.95467,29,14
40,87,917.271,1763.32,-2.58123,29,14
40,86,927.758,1747.25,-1.95467,29,14
38,72,890.99,1459.72,-2.42343,20,14
39,73,900.152,1476.05,-1.79687,20,14
39,72,908.955,1460.07,-2.73015,20,14
39,71,899.769,1443.93,-1.79687,20,14
40,71,917.804,1444.45,-2.42343,20,14
40,72,927.494,1459.91,-1.79687,20,14
40,73,917.656,1475.74,-2.42343,20,14
41,73,935.218,1476.67,-2.73015,20,14
38,58,891.144,1173.01,-2.43448,11,14
39,57,900.393,1156.15,-1.80792,11,14
39,58,909.425,1171.9,-2.7412,11,14
40,58,927.738,1172.15,-1.80792,11,14
40,57,918.116,1156.31,-2.43448,11,14
40,56,928.049,1140.49,-1.80792,11,14
39,56,909.397,1140.86,-2.7412,11,14
41,57,935.675,1156.18,-2.7412,11,14
26,71,596.836,1444.09,-2.61823,19,14
26,72,605.546,1459.62,-2.31151,19,14
27,73,614.514,1475.48,-1.68495,19,14
27,72,623.731,1459.76,-2.61823,19,14
